id,goal_info,match_info,match_result,substitution,penalty,card_info
0,0.0027512358501553535,0.0016951268771663308,0.016518615186214447,0.00023059464001562446,0,0.0013605697313323617
1,0.9310359954833984,0.03908274695277214,0.006889047101140022,0.0024244103115051985,0,0.011542747728526592
2,0.9451364874839783,0.027231572195887566,0.012065248563885689,0.002397935139015317,0,0.01018644217401743
3,0.013182868249714375,0.04119480401277542,0.13874797523021698,0.0006573334685526788,0,0.0015070252120494843
4,0.010824069380760193,0.4215373396873474,0.011839702725410461,0.002739865332841873,0,0.003017919370904565
5,0.012465574778616428,0.04661908000707626,0.0020680625457316637,0.002050229348242283,0,0.0049990382976830006
6,0.9778351187705994,0.05716795474290848,0.012478342279791832,0.003955223131924868,0,0.009630386717617512
7,0.15981967747211456,0.022124433889985085,0.10492157191038132,0.0007774745463393629,0,0.0029832583386451006
8,0.9804853200912476,0.03836994990706444,0.04223082214593887,0.0067263999953866005,0,0.01225932314991951
9,0.8470737934112549,0.24040061235427856,0.08867550641298294,0.0103708291426301,0,0.02660219930112362
10,0.014592037536203861,0.13825270533561707,0.03296403959393501,0.0007215191726572812,0,0.0018491853261366487
11,0.0027914016973227262,0.002049786504358053,0.01171855628490448,0.00021829409524798393,0,0.001104178954847157
12,0.0017255855491384864,0.00786268524825573,0.005127935670316219,0.00035959671367891133,0,0.0013279692502692342
13,0.0028073363937437534,0.015196889638900757,0.005818096920847893,0.0004412709968164563,0,0.001329505001194775
14,0.0033088589552789927,0.012838480062782764,0.0237839687615633,0.00022001209435984492,0,0.0008431258029304445
15,0.002087379340082407,0.002207066398113966,0.0193327683955431,0.0002612872049212456,0,0.0015352796763181686
16,0.9738785624504089,0.22087104618549347,0.011285539716482162,0.03917974978685379,0,0.07587321102619171
17,0.9805583357810974,0.05381902679800987,0.007411866914480925,0.00508617190644145,0,0.013600816018879414
18,0.015453684143722057,0.01501481793820858,0.014299116097390652,0.0007301532314158976,0,0.0021595910657197237
19,0.9395749568939209,0.04245860129594803,0.009727929718792439,0.009933178313076496,0,0.035411518067121506
20,0.023062245920300484,0.03467701002955437,0.08677875995635986,0.004341341555118561,0,0.014508303254842758
21,0.0564526729285717,0.1449846625328064,0.02276918664574623,0.6252572536468506,0,0.20293490588665009
22,0.01576051115989685,0.12899184226989746,0.2527068853378296,0.0006926997448317707,0,0.0012545681092888117
23,0.0035665954928845167,0.001737165730446577,0.009963804855942726,0.00023114870418794453,0,0.001147563336417079
24,0.0033291515428572893,0.03175782784819603,0.009905852377414703,0.0007005258230492473,0,0.0015386664308607578
25,0.0018565746722742915,0.015361021272838116,0.008066232316195965,0.00038659945130348206,0,0.0010981560917571187
26,0.9401538372039795,0.027841344475746155,0.008270584978163242,0.001970898360013962,0,0.012218331918120384
27,0.002956224139779806,0.004390199668705463,0.032236404716968536,0.00021927054331172258,0,0.0009625311940908432
28,0.005111245438456535,0.02083081379532814,0.06173193082213402,0.0003731579054147005,0,0.0009875971591100097
29,0.016397817060351372,0.03987117484211922,0.2689441442489624,0.0005512144416570663,0,0.0011325005907565355
30,0.0023190139327198267,0.0070374091155827045,0.03584979102015495,0.0002620143932290375,0,0.0009825892047956586
31,0.002532570855692029,0.007441480178385973,0.036646079272031784,0.00023413493181578815,0,0.0010288498597219586
32,0.011537966318428516,0.03916367515921593,0.15862613916397095,0.0005596805713139474,0,0.0010312447557225823
33,0.0032603058498352766,0.001854323549196124,0.01152497623115778,0.00021961827587801963,0,0.0012154331197962165
34,0.0020717945881187916,0.002259043278172612,0.01975097693502903,0.0002695521106943488,0,0.0015179341426119208
35,0.0019658361561596394,0.002173413522541523,0.01768336072564125,0.0002599724684841931,0,0.0014564519515261054
36,0.946431040763855,0.026910869404673576,0.01406923495233059,0.0026290358509868383,0,0.009850014001131058
37,0.6422586441040039,0.04951125383377075,0.0031249332241714,0.008670356124639511,0,0.025908879935741425
38,0.8063204288482666,0.10079868137836456,0.005575511604547501,0.02339771017432213,0,0.04743582382798195
39,0.18505938351154327,0.010754935443401337,0.020621726289391518,0.0010759818833321333,0,0.0035968227311968803
40,0.9653514623641968,0.062066249549388885,0.04096795618534088,0.0037372249644249678,0,0.010537614114582539
41,0.5477495193481445,0.07072305679321289,0.9124858379364014,0.10673829913139343,0,0.06448972225189209
