id,goal_info,match_info,match_result,substitution,penalty,card_info
0,0.010957318358123302,0.0032974882051348686,0.0028006178326904774,0.0002926437300629914,0,0.0028517653699964285
1,0.8691300749778748,0.01949550211429596,0.0012198362965136766,0.0008309637778438628,0,0.017305098474025726
2,0.9793955683708191,0.031391438096761703,0.009208065457642078,0.0006449773209169507,0,0.003590706270188093
3,0.012300387024879456,0.14724306762218475,0.2430814951658249,0.0004013991274405271,0,0.0005329072009772062
4,0.06119375303387642,0.8365722894668579,0.013587127439677715,0.001943712355569005,0,0.0006609030533581972
5,0.25545305013656616,0.06924614310264587,0.0019907336682081223,0.0008484577992931008,0,0.0018713349709287286
6,0.992119312286377,0.06091401353478432,0.005619106348603964,0.0009711087914183736,0,0.0020403640810400248
7,0.7423210144042969,0.007860339246690273,0.005833917297422886,0.00026254504336975515,0,0.004892504774034023
8,0.9973897337913513,0.03577198460698128,0.038047172129154205,0.006190627813339233,0,0.0024231120478361845
9,0.9188830256462097,0.1750316172838211,0.5937213897705078,0.007685050833970308,0,0.0030626687221229076
10,0.008643982000648975,0.03133358806371689,0.05526607111096382,0.00022130386787466705,0,0.0003522585320752114
11,0.006975613534450531,0.011368443258106709,0.0021763150580227375,0.00023116721422411501,0,0.000993607915006578
12,0.003915147390216589,0.02611568756401539,0.0006386017776094377,0.0002796108019538224,0,0.000617189216427505
13,0.0038189992774277925,0.03738478571176529,0.0007806315552443266,0.00026930629974231124,0,0.0005385104450397193
14,0.005595080088824034,0.02355250157415867,0.013784619979560375,0.00020529894391074777,0,0.0004461824137251824
15,0.004516978282481432,0.011046001687645912,0.006050776224583387,0.00034518077154643834,0,0.0007574069313704967
16,0.99273681640625,0.3630514442920685,0.012976975180208683,0.0035543900448828936,0,0.001890884479507804
17,0.994694173336029,0.04101628065109253,0.011298317462205887,0.0008261288166977465,0,0.0014312691055238247
18,0.19332365691661835,0.08052122592926025,0.13166280090808868,0.00024337830836884677,0,0.0005903851124458015
19,0.9962361454963684,0.02432245947420597,0.02340710535645485,0.001692296122200787,0,0.003230779431760311
20,0.03867484629154205,0.03703733906149864,0.1147008016705513,0.0013346824562177062,0,0.0016435174038633704
21,0.03703591227531433,0.03300050273537636,0.009569399990141392,0.03584061190485954,0,0.6599670052528381
22,0.010276765562593937,0.14701132476329803,0.15719574689865112,0.00038917383062653244,0,0.000657711352687329
23,0.005881026852875948,0.009139717556536198,0.0025806010235100985,0.00020825467072427273,0,0.001114500337280333
24,0.007901675067842007,0.2347048670053482,0.0035078658256679773,0.00042532835504971445,0,0.0004990234156139195
25,0.008771211840212345,0.373550683259964,0.003685652744024992,0.0005860488745383918,0,0.0003786702291108668
26,0.925239086151123,0.02143324725329876,0.0030931129585951567,0.00046894632396288216,0,0.008002047426998615
27,0.00694989413022995,0.010534150525927544,0.01228424534201622,0.00012919337314087898,0,0.0007788352086208761
28,0.01316993497312069,0.19006991386413574,0.12397680431604385,0.0005075884400866926,0,0.0006609956617467105
29,0.010932819917798042,0.09636308997869492,0.25907501578330994,0.00035962380934506655,0,0.0006480625597760081
30,0.010855861008167267,0.09825846552848816,0.08249034732580185,0.00031514745205640793,0,0.0007680956623516977
31,0.011760784313082695,0.1507660448551178,0.1338132619857788,0.0004353472322691232,0,0.0006508028600364923
32,0.011887887492775917,0.13272559642791748,0.33001425862312317,0.0003755345242097974,0,0.0005079782567918301
33,0.005353153683245182,0.00558494171127677,0.005317751318216324,0.00022255233488976955,0,0.0016083178343251348
34,0.005245761480182409,0.007926538586616516,0.0074669355526566505,0.00031991591094993055,0,0.0009256326593458652
35,0.0031765231397002935,0.00456070713698864,0.005414798390120268,0.00017870086594484746,0,0.0009544839849695563
36,0.9850340485572815,0.03318176791071892,0.01059876848012209,0.0006142778438515961,0,0.002492001047357917
37,0.8067402243614197,0.027071595191955566,0.002732654334977269,0.0012069093063473701,0,0.009738486260175705
38,0.47574836015701294,0.03600165247917175,0.0014146933099254966,0.0019403620390221477,0,0.03642678260803223
39,0.6784339547157288,0.011712085455656052,0.006634802557528019,0.00017173799278680235,0,0.003804917214438319
40,0.9959968328475952,0.037505295127630234,0.04026367515325546,0.0015293069882318377,0,0.001071679755114019
41,0.8741861581802368,0.051616013050079346,0.9030244946479797,0.006722998805344105,0,0.002081472659483552
42,0.004704448394477367,0.014510034583508968,0.004672111477702856,0.00028251795447431505,0,0.0005278043099679053
43,0.004022439941763878,0.038503438234329224,0.000707443745341152,0.00029903475660830736,0,0.0005592710222117603
44,0.004199449438601732,0.07498589903116226,0.0008853036561049521,0.0003309664025437087,0,0.000413695874158293
45,0.0028824799228459597,0.00452722841873765,0.005792302079498768,0.00015212205471470952,0,0.0010191639885306358
46,0.9116688370704651,0.6563479900360107,0.00288225500844419,0.0073563274927437305,0,0.004193738102912903
47,0.009941871277987957,0.10348527878522873,0.0008372056763619184,0.000390233559301123,0,0.00044488004641607404
48,0.14217954874038696,0.0024625174701213837,0.0024005200248211622,0.0001351582759525627,0,0.003584191668778658
